"","gene_id","gene_name","gene_type","chr","X1kb_up_tss_start","strand","number_of_dbp","tpm_homo_sapiens_hepg2","tpm_homo_sapiens_membrane_fraction","tpm_homo_sapiens_insoluble_cytoplasmic_fraction","tpm_homo_sapiens_cytosolic_fraction","tpm_homo_sapiens_nuclear_fraction"
"33377","ENSG00000279418.1","LINC00244","lncRNA","chr7",156539491,"+",1,0.0273395,0,0,0,0.0683745
"33378","ENSG00000279440.1","AL008638.3","lncRNA","chr22",27018369,"+",0,0.0377925,0.0096675,0.024672,0,0.1202525
"33379","ENSG00000279442.1","AP000542.2","lncRNA","chr22",15303557,"-",0,1.6637795,0.077223,0.5377345,0.011889,4.2795275
"33380","ENSG00000279458.2","AC244230.1","lncRNA","chr10",46369759,"+",0,0,0,0,0,0
"33381","ENSG00000279463.1","AL159972.1","lncRNA","chr13",73844131,"-",0,0.040039,0,0,0,0
"33382","ENSG00000279467.1","AP000350.7","lncRNA","chr22",23872278,"-",0,0.8783355,0.3096245,0.2795525,0.0638535,1.765446
"33383","ENSG00000279472.1","AC244517.8","lncRNA","chr5",141176849,"+",22,0,0,0,0,0
"33384","ENSG00000279486.5","OR2AG1","protein_coding","chr11",6782020,"+",0,0.0619685,0.015967,0.0362785,0.001102,0.172389
"33385","ENSG00000279493.1","FP565260.4","protein_coding","chr21",5010799,"+",0,0.5913695,0.107003,0.675446,0,0.845618
"33386","ENSG00000279494.1","AL117328.2","lncRNA","chr22",49850425,"+",88,1.087775,0.832249,0.3111895,0.3385215,1.929841
"33387","ENSG00000279501.1","CR392039.4","lncRNA","chr21",9017671,"-",10,2.5456375,0.9760085,1.8490065,0.039069,12.9538495
"33388","ENSG00000279514.2","OR4C16","protein_coding","chr11",55571128,"+",1,0,0,0,0,0
"33389","ENSG00000279516.2","FAM230C","lncRNA","chr13",18194297,"+",0,0.0358565,0,0,0.000715,0.142127
"33390","ENSG00000279529.1","AC008764.8","lncRNA","chr19",16571624,"+",278,0.4988545,0.1646415,0.1503445,0.006524,0.8027465
"33391","ENSG00000279548.1","AL022323.5","lncRNA","chr22",25023653,"-",14,0.4762705,0.2417835,0.10636,0.0659525,1.159041
"33392","ENSG00000279558.1","AC244517.9","lncRNA","chr5",141077076,"+",0,0,0,0,0,0
"33393","ENSG00000279571.3","AL162426.1","lncRNA","chr9",127689841,"-",3,0,0.0368635,0,0,0.0905305
"33394","ENSG00000279579.3","LINC01666","lncRNA","chr21",8758077,"+",6,1.428386,0.55652,1.3294105,0.067437,2.098945
"33395","ENSG00000279597.1","AL031593.1","lncRNA","chr22",49533062,"+",8,0,0,0,0,0
"33396","ENSG00000279607.1","AL358613.2","lncRNA","chr10",93070972,"+",213,0.0170215,0,0,0.0101705,0
"33397","ENSG00000279622.2","AC025280.2","lncRNA","chr16",84923809,"-",198,0.044898,0.0230125,0.0604355,0.001361,0.055858
"33398","ENSG00000279623.1","AL359697.1","lncRNA","chr10",21864922,"-",0,0.310353,0.0251045,0.099065,0,0.98653
"33399","ENSG00000279636.2","AL132989.2","lncRNA","chr14",58287033,"+",164,4.1638065,0.323276,0.8429475,0.0370885,7.514275
"33400","ENSG00000279652.1","Z82217.1","lncRNA","chr22",35991321,"+",1,0.640737,0.0891455,0.272213,0.016433,1.5853525
"33401","ENSG00000279658.1","AC110491.2","lncRNA","chr3",97873692,"-",0,0.2930995,0,0.035267,0.008182,0.610712
"33402","ENSG00000279668.3","AC024610.2","lncRNA","chr17",34078101,"-",0,1.300149,0.3441175,0.533403,0.0560025,2.8203085
"33403","ENSG00000279669.1","AC079801.1","lncRNA","chr21",5242834,"-",0,0.199994,0,0,0,0.7137015
"33404","ENSG00000279685.2","MAPT-IT1","lncRNA","chr17",45894783,"+",0,0.037985,0.017284,0,0,0.125159
"33405","ENSG00000279686.1","AC142391.1","protein_coding","chr5",139461708,"-",0,0.044312,0,0.037481,0.002379,0.0175465
"33406","ENSG00000279687.1","FP565260.5","lncRNA","chr21",5072458,"+",0,0,0,0,0,0
"33407","ENSG00000279712.1","FP325330.3","lncRNA","chr22",47915728,"+",0,0.043016,0.0045575,0.023483,0.000644,0.166826
"33408","ENSG00000279714.1","Z95114.2","lncRNA","chr22",36090148,"+",1,1.212872,0.371408,0.6092955,0.06839,2.582661
"33409","ENSG00000279726.2","AC005609.5","lncRNA","chr5",140827550,"-",12,0.034474,0.0177125,0,0,0
"33410","ENSG00000279727.1","LINC02033","lncRNA","chr3",36821499,"-",0,0.0712365,0,0,0,0.198459
"33411","ENSG00000279738.1","AL022311.1","lncRNA","chr22",37875148,"+",2,1.313084,0.536601,0.5085,0.092863,2.6258795
"33412","ENSG00000279750.3","AC239585.2","lncRNA","chrX",52052176,"+",0,0,0,0,0.005595,0
"33413","ENSG00000279751.1","FP475955.2","lncRNA","chr21",6903884,"+",0,0,0,0,0,0
"33414","ENSG00000279761.2","OR5D13","protein_coding","chr11",55772438,"+",1,0,0,0,0,0
"33415","ENSG00000279762.3","AC005899.8","lncRNA","chr17",32445039,"-",193,2.1113835,0.9781585,0.482909,0.1499105,5.803853
"33416","ENSG00000279765.3","AC013394.1","protein_coding","chr15",92882413,"+",293,2.140014,1.406745,1.016745,0.209854,4.703024
"33417","ENSG00000279784.1","FP236315.3","lncRNA","chr21",5704345,"+",0,0.294863,0.2386245,0,0,0.862023
"33418","ENSG00000279797.1","LINC02339","lncRNA","chr13",61426947,"-",0,0,0,0,0,0
"33419","ENSG00000279804.2","PRAMEF18","protein_coding","chr1",13225107,"-",0,0.0035095,0,0,0,0.009105
"33420","ENSG00000279833.1","AL031846.2","lncRNA","chr22",39132090,"+",17,0.228082,0.057817,0.0589165,0.0093565,0.3979765
"33421","ENSG00000279847.3","C8orf87","lncRNA","chr8",93165851,"-",0,0,0,0,0,0
"33422","ENSG00000279848.1","AL008638.4","lncRNA","chr22",27043001,"+",0,0,0,0,0,0
"33423","ENSG00000279851.2","CR382287.2","lncRNA","chr21",10121273,"+",0,0.523252,0.076411,0.049826,0.0131495,1.3549695
"33424","ENSG00000279855.1","AC005618.2","lncRNA","chr5",141426753,"-",5,0,0,0,0,0
"33425","ENSG00000279873.2","LINC01126","lncRNA","chr2",43226210,"+",387,1.2501335,1.242685,0.2856425,0.3940425,2.4908265
"33426","ENSG00000279914.1","AL008638.5","lncRNA","chr22",27039197,"+",0,0.3655935,0.0702155,0.079027,0.019117,0.7207755
"33427","ENSG00000279920.2","LINC01651","lncRNA","chr22",21353563,"+",0,0.0331455,0,0,0,0.17716
"33428","ENSG00000279927.1","Z95114.4","lncRNA","chr22",36065533,"+",258,0.6773075,0.217295,0.2830345,0.0473005,1.6563325
"33429","ENSG00000279932.1","AP006248.4","lncRNA","chr8",17509613,"+",5,1.25479,0.0166215,0.387595,0.0020645,2.6872215
"33430","ENSG00000279949.1","AC022784.6","lncRNA","chr8",9157063,"+",0,0,0,0,0,0
"33431","ENSG00000279954.1","BX324167.2","lncRNA","chr22",45874932,"+",0,0.017157,0,0,0.0082745,0.1412965
"33432","ENSG00000279956.1","AC073082.1","protein_coding","chr2",48754725,"-",10,0.0897895,0.0350805,0.0596425,0.005484,0.192465
"33433","ENSG00000279961.2","OR5R1","protein_coding","chr11",56417233,"-",0,0,0,0,0,0
"33434","ENSG00000279968.2","GVQW2","protein_coding","chr6",138772653,"-",238,2.7454325,1.7199465,1.2662185,0.5197955,7.2274695
"33435","ENSG00000279973.2","CU104787.1","lncRNA","chr22",11065418,"+",0,0,0,0,0,0
"33436","ENSG00000279983.1","AC244517.10","protein_coding","chr5",141222372,"+",25,0.01803,0.016131,0,0,0
"33437","ENSG00000279987.1","AC008103.1","lncRNA","chr22",18883683,"-",0,0,0,0,0,0
"33438","ENSG00000279998.1","FP475955.3","lncRNA","chr21",6788592,"+",0,0,0,0,0,0.0122615
"33439","ENSG00000280005.1","AC079298.2","lncRNA","chr4",154260735,"+",0,0,0,0,0,0
"33440","ENSG00000280007.1","AC008079.1","lncRNA","chr22",18130155,"-",11,0.313099,0.0711325,0.1046095,0.0178625,0.8501905
"33441","ENSG00000280011.1","AL031595.2","lncRNA","chr22",44228513,"-",0,0.191853,0.050052,0.0626875,0.0082515,0.446353
"33442","ENSG00000280018.4","CU634019.5","lncRNA","chr21",6996766,"-",0,50.582267,6.5496865,27.4333075,1.0255505,120.8357565
"33443","ENSG00000280021.1","OR51F1","protein_coding","chr11",4768939,"-",0,0,0,0,0,0
"33444","ENSG00000280025.1","AL008638.6","lncRNA","chr22",27101766,"+",1,0.0398315,0.0077205,0.0137205,0,0.182166
"33445","ENSG00000280026.1","AC005618.3","lncRNA","chr5",141349663,"-",125,0.23397,0,0,0,1.0908755
"33446","ENSG00000280029.4","AC244517.11","lncRNA","chr5",141244381,"-",14,0.089487,0.0382975,0,0,0.075057
"33447","ENSG00000280036.1","AC020661.4","lncRNA","chr15",41017844,"-",0,0.1741525,0.0914335,0.212163,0.0017085,0.540521
"33448","ENSG00000280071.4","GATD3B","protein_coding","chr21",5127414,"-",0,17.6225505,9.234556,25.139207,1.641672,12.58945
"33449","ENSG00000280080.2","TBC1D22A-AS1","lncRNA","chr22",46915043,"-",3,0.6054985,0.1058685,0.2558035,0.027193,1.556413
"33450","ENSG00000280090.2","OR8B4","protein_coding","chr11",124423894,"-",3,0,0,0,0,0
"33451","ENSG00000280094.2","OR1B1","protein_coding","chr9",122628574,"-",0,0,0,0,0,0
"33452","ENSG00000280095.1","CU639417.4","lncRNA","chr21",6080193,"+",0,0.1668625,0.0260455,0,0,0.189788
"33453","ENSG00000280108.2","AJ239318.1","lncRNA","chr21",13304152,"+",0,0.037402,0.030167,0,0,0.225075
"33454","ENSG00000280109.3","PLAC4","lncRNA","chr21",41185789,"-",0,0.0856265,0.042334,0.0303415,0.0055575,0.356896
"33455","ENSG00000280118.3","AC090983.1","lncRNA","chr15",24847355,"+",8,0.2094655,0.066168,0.026166,0.0120435,0.287679
"33456","ENSG00000280136.2","AC240565.1","lncRNA","chr17",117579,"-",0,0.0145205,0,0.2622615,0,0
"33457","ENSG00000280145.3","CU638689.4","lncRNA","chr21",6669696,"-",0,6.80478,1.943009,8.666351,0.108065,22.912684
"33458","ENSG00000280148.1","AL049844.3","protein_coding","chr6",143856318,"+",2,0,0,0,0,0
"33459","ENSG00000280164.1","CU638689.5","lncRNA","chr21",6720812,"+",0,23.961485,3.55543,11.4716945,0.257154,51.587698
"33460","ENSG00000280165.1","PCDH20","protein_coding","chr13",61414523,"-",7,0.005106,0,0,0,0
"33461","ENSG00000280169.1","AL136526.1","lncRNA","chr13",100536365,"+",10,0.1230905,0,0.032793,0,0.5727325
"33462","ENSG00000280179.1","CU639417.5","lncRNA","chr21",6090408,"-",0,0.0692295,0.0035645,0.008278,0.00245,0.130759
"33463","ENSG00000280191.3","LINC01669","lncRNA","chr21",6059340,"+",0,0.622236,0.905133,0.206448,0.3933545,0.607027
"33464","ENSG00000280195.1","AC245140.2","lncRNA","chrX",154397817,"-",297,2.0338935,1.2615315,0.5202775,0.841906,4.808144
"33465","ENSG00000280199.1","Z82202.1","lncRNA","chr22",49263201,"+",1,0,0,0,0,0
"33466","ENSG00000280204.3","OR1S1","protein_coding","chr11",58211720,"+",0,0.0084335,0,0,0,0
"33467","ENSG00000280206.1","AC026401.3","lncRNA","chr16",15700237,"+",0,11.977855,10.559206,18.0641645,0.5994725,4.2368815
"33468","ENSG00000280207.1","AC106795.5","lncRNA","chr5",177966004,"+",0,0,0,0,0,0.0746755
"33469","ENSG00000280213.1","UCKL1-AS1","lncRNA","chr20",63952384,"+",87,0.9767335,0.496486,0.430805,0.2359055,2.2106185
"33470","ENSG00000280224.1","AL008636.1","lncRNA","chr22",49499568,"+",0,0,0,0,0,0
"33471","ENSG00000280236.3","OR12D2","protein_coding","chr6",29394631,"+",0,0,0,0,0,0.062551
"33472","ENSG00000280241.4","AC079298.3","lncRNA","chr4",153947718,"+",0,0.015186,0.008379,0.008284,0,0.0970545
"33473","ENSG00000280267.4","PRAMEF26","protein_coding","chr1",13154962,"-",0,0,0,0,0,0
"33474","ENSG00000280273.2","AF131216.4","lncRNA","chr8",11284069,"-",0,0.30377,0.194869,0.278087,0.0157135,0.5024495
"33475","ENSG00000280279.1","AC240565.2","lncRNA","chr17",75867,"-",0,0.2176135,0,0.0790185,0.009135,0.262928
"33476","ENSG00000280299.1","AC037487.4","lncRNA","chr17",64939602,"+",20,0.139193,0,0.061367,0,0.1943505
"33477","ENSG00000280303.2","ERICD","lncRNA","chr8",140635281,"+",189,0.214343,0.0726115,0.274266,0.005119,0.343654
"33478","ENSG00000280314.3","OR8K3","protein_coding","chr11",56314144,"+",0,0,0,0,0,0
"33479","ENSG00000280336.1","AC244517.12","lncRNA","chr5",141167231,"+",0,0,0,0,0,0
"33480","ENSG00000280341.1","AP000542.3","lncRNA","chr22",15287671,"-",0,1.546756,0.070269,0.529754,0.003639,4.6380915
"33481","ENSG00000280350.1","LINC01726","lncRNA","chr20",21702586,"-",64,0.0724115,0.0250295,0,0.001323,0.182145
"33482","ENSG00000280356.1","AL021877.2","lncRNA","chr22",34640179,"+",0,0.145211,0.027702,0.0273635,0.0052825,0.3530785
"33483","ENSG00000280366.1","AL161782.1","lncRNA","chr9",79974023,"+",0,0,0,0,0,0
"33484","ENSG00000280374.1","AC019080.6","lncRNA","chr2",177317472,"-",16,1.497518,0.310743,1.6412175,0.008517,2.9202855
"33485","ENSG00000280382.1","AC096920.1","lncRNA","chr3",50600149,"-",266,0.066606,0.479142,0.179362,0.0350275,0.457595
"33486","ENSG00000280383.1","Z95331.1","lncRNA","chr22",45656019,"+",16,0.8431585,0.1663995,0.2724915,0.0361385,1.9329465
"33487","ENSG00000280384.1","FP325332.1","lncRNA","chr22",46162303,"+",18,1.615912,0.434374,0.334031,0.126562,3.18556
"33488","ENSG00000280395.1","AL034546.1","lncRNA","chr22",50091745,"+",4,0.8626345,0.236669,0.3264805,0.0395855,1.842117
"33489","ENSG00000280418.1","AC007326.2","lncRNA","chr22",18958513,"-",10,0.0190065,0.0063365,0.0218515,0,0.024957
"33490","ENSG00000280425.2","AL357673.2","lncRNA","chr1",54136746,"+",24,0.0024275,0,0,0,0
"33491","ENSG00000280433.1","FP565260.6","protein_coding","chr21",5164473,"-",0,1.278444,0.3634495,1.2606345,0.0347125,1.5325775
"33492","ENSG00000280434.1","AL031595.3","lncRNA","chr22",44138365,"+",2,0.4113475,0.168987,0.1528505,0.0787085,1.1583915
"33493","ENSG00000280441.3","FP236383.3","lncRNA","chr21",8379643,"+",0,0.386929,0.751616,1.211937,0,1.8885025
"33494","ENSG00000280445.1","AL049536.1","lncRNA","chr22",27418714,"-",1,0,0,0,0,0
"33495","ENSG00000280455.1","AL359745.1","lncRNA","chr13",105689429,"+",0,0,0,0,0,0
"33496","ENSG00000280474.1","AL356481.2","lncRNA","chr9",128594893,"+",1,10.6920195,6.8193915,2.024472,4.717242,27.319647
"33497","ENSG00000280485.1","AL358154.1","lncRNA","chr10",93787606,"-",0,0.421791,0,0,0.012369,0.8842095
"33498","ENSG00000280486.2","AC005329.3","lncRNA","chr19",1388666,"-",11,0.679223,0.3141735,0.2525875,0.067975,1.683082
"33499","ENSG00000280511.1","AL591030.1","lncRNA","chr6",76560328,"+",0,0.6233295,0.0706225,0.0815065,0.0057645,1.5157585
"33500","ENSG00000280515.1","SALRNA2","lncRNA","chr15",70634249,"+",0,0.0064565,0.006368,0.008497,0,0.043139
"33501","ENSG00000280537.2","AC068946.1","protein_coding","chr2",219169828,"-",35,0.167259,0.0154315,0.0511745,0.0045775,0.3248065
"33502","ENSG00000280543.1","ASAP1-IT2","lncRNA","chr8",130083769,"-",3,0.6408175,0.2861695,0.142291,0.045061,1.299929
"33503","ENSG00000280560.2","LINC01374","lncRNA","chr10",89852595,"+",15,0.024699,0,0.0696305,0.0100965,0.1491085
"33504","ENSG00000280561.1","AL158835.3","lncRNA","chr10",125748526,"-",1,0.0956245,0,0.0752585,0,0
"33505","ENSG00000280571.2","AC006059.2","protein_coding","chr3",42803519,"-",326,0.081341,0.05963,0.096723,0.0028205,0.031206
"33506","ENSG00000280580.1","LINC02342","lncRNA","chr13",68877380,"+",0,0,0,0,0,0
"33507","ENSG00000280587.1","LINC01348","lncRNA","chr1",235073221,"-",307,2.504555,1.0002465,1.3854215,0.243204,5.600616
"33508","ENSG00000280594.1","BTG3-AS1","lncRNA","chr21",17610744,"+",0,1.785718,0.235817,0.442517,0.0768555,4.1945225
"33509","ENSG00000280604.1","AJ239328.1","lncRNA","chr21",45913296,"+",2,0,0,0,0,0
"33510","ENSG00000280607.1","AC009133.5","lncRNA","chr16",29807679,"+",352,0,0,0,0,0
"33511","ENSG00000280620.1","SCAANT1","lncRNA","chr3",63910773,"-",285,1.4740765,1.662183,1.1291315,0.3507205,4.7297625
"33512","ENSG00000280623.1","PCAT14","lncRNA","chr22",23535881,"+",186,1.714877,0.3723735,0.691054,0.0427835,6.301136
"33513","ENSG00000280634.1","THRIL","lncRNA","chr12",125026411,"-",1,2.441419,0.271685,1.662248,0.0343505,1.6788255
"33514","ENSG00000280639.1","LINC02204","lncRNA","chr15",70585607,"-",132,0.091579,0.016584,0.031673,0.0014675,0.2029095
"33515","ENSG00000280650.1","KCNIP4-IT1","lncRNA","chr4",21852189,"-",0,0.0220645,0.000666,0.0046895,0.000194,0.0951565
"33516","ENSG00000280660.1","AL157396.1","lncRNA","chr10",93761453,"+",0,0.0784615,0.019463,0.027744,0.005015,0.158556
"33517","ENSG00000280670.3","CCDC163","protein_coding","chr1",45499080,"-",250,3.1497865,1.6698495,3.0036855,0.4347155,3.198895
"33518","ENSG00000280683.1","LINC01242","lncRNA","chr9",30574013,"-",6,0.004961,0,0,0,0
"33519","ENSG00000280693.2","SH3PXD2A-AS1","lncRNA","chr10",103744966,"+",15,0.567054,0.116755,0.150935,0.0120525,1.762906
"33520","ENSG00000280703.1","AC060814.4","lncRNA","chr15",21341171,"+",0,0,0,0,0,0
"33521","ENSG00000280707.2","AL353747.4","lncRNA","chr6",167227300,"+",2,2.226791,0.6022875,1.0475155,0.14062,4.6573595
"33522","ENSG00000280709.2","LINC02203","protein_coding","chr15",21551795,"+",0,0,0,0,0,0
"33523","ENSG00000280710.3","AL139035.1","lncRNA","chr13",99497737,"+",266,0.1230995,0.045267,0,0,0.101584
"33524","ENSG00000280711.1","JADRR","lncRNA","chr4",128767228,"+",0,1.0956215,0.3627455,0.3089625,0.140609,2.532368
"33525","ENSG00000280719.1","PCAT5","lncRNA","chr10",35777302,"+",0,0.0335935,0.011707,0,0.0014045,0.087837
"33526","ENSG00000280721.1","LINC01943","lncRNA","chr2",87458045,"-",0,3.1565185,0.143423,0.2698985,0.0453935,14.2002815
"33527","ENSG00000280725.2","LINC00251","lncRNA","chr8",65183211,"-",23,0,0,0,0,0
"33528","ENSG00000280734.3","LINC01232","lncRNA","chr13",99498307,"-",266,4.977267,2.369843,5.310838,0.4026585,11.4365035
"33529","ENSG00000280739.3","EIF1B-AS1","lncRNA","chr3",40308699,"-",315,4.221476,0.790214,1.745612,0.19683,12.7428675
"33530","ENSG00000280744.1","LINC01173","lncRNA","chr2",234681668,"+",15,1.290255,1.5022955,2.0100415,0.281756,0.5646595
"33531","ENSG00000280752.1","LINC00850","lncRNA","chrX",149824708,"+",2,0,0,0,0,0
"33532","ENSG00000280758.1","AL356481.3","lncRNA","chr9",128630686,"-",7,1.1029445,0.527891,0.6353555,0.0870415,2.735143
"33533","ENSG00000280767.3","AL732314.4","lncRNA","chrX",418157,"+",0,0.1125955,0.031971,0,0,0.1369365
"33534","ENSG00000280776.2","LINC01202","lncRNA","chr5",162000537,"-",0,0.1470335,0.034993,0.047972,0.0116075,0.4050345
"33535","ENSG00000280778.1","AC243547.3","protein_coding","chr1",145926258,"+",242,0.0269905,0.0461815,0,0.0031455,0.03703
"33536","ENSG00000280780.2","JAKMIP2-AS1","lncRNA","chr5",147558994,"+",2,0.041197,0.003519,0.04217,0,0.074762
"33537","ENSG00000280789.2","PAGR1","protein_coding","chr16",29815152,"+",319,14.5250705,6.7113845,18.5176155,0.5017635,5.7389815
"33538","ENSG00000280798.1","LINC00294","lncRNA","chr11",33075149,"+",0,2.5169825,0.848936,3.2383245,0.108085,2.821921
"33539","ENSG00000280800.1","FP671120.6","lncRNA","chr21",8210307,"-",0,1802.067327,981.5436655,1732.6601995,415.132936,636.47957
"33540","ENSG00000280809.4","LINC00836","lncRNA","chr10",25650712,"+",2,2.093046,0.376132,0.5355025,0.0523815,5.7149685
"33541","ENSG00000280832.1","GSEC","lncRNA","chr11",126354588,"-",212,0.717097,0.4604455,0.6388875,0.0475945,1.143221
"33542","ENSG00000280837.1","CPS1-IT1","lncRNA","chr2",210616571,"+",25,0.117922,0.0080845,0.026391,0,0.5812995
"33543","ENSG00000280850.1","AL121956.4","lncRNA","chr6",166276078,"-",0,0,0,0,0,0
"33544","ENSG00000280870.3","AC233296.1","lncRNA","chrX",77013533,"-",14,0.4027855,0.04202,0.2931975,0.0026045,0.968275
"33545","ENSG00000280878.1","AC017002.5","lncRNA","chr2",111467810,"+",0,0.4431745,0.063236,0.0308515,0.008498,0.6838525
"33546","ENSG00000280881.1","AC060814.5","lncRNA","chr15",21342882,"-",0,0,0,0,0,0
"33547","ENSG00000280890.1","ELDR","lncRNA","chr7",55254636,"-",257,0,0.0072435,0.0063905,0.004208,0.013069
"33548","ENSG00000280893.1","AC009133.6","protein_coding","chr16",29811261,"+",261,0,6.368096,8.1603535,0.855068,0.650067
"33549","ENSG00000280916.2","FOXCUT","lncRNA","chr6",1600654,"+",11,0.1281655,0,0.0093275,0.00143,1.1654835
"33550","ENSG00000280920.1","AC092848.1","lncRNA","chr7",54200224,"+",1,0,0,0,0,0
"33551","ENSG00000280924.1","LINC00628","lncRNA","chr1",204368720,"-",1,0.5316585,0.093447,0.1808945,0.0107905,0.9901155
"33552","ENSG00000280927.1","CTBP1-AS","lncRNA","chr4",1209120,"+",21,0.459555,0.202749,0.154538,0.056872,0.511021
"33553","ENSG00000280936.1","AL353658.2","lncRNA","chr20",63421269,"+",0,0,0,0,0,0
"33554","ENSG00000280953.2","LINC01163","lncRNA","chr10",128180032,"+",0,0,0,0,0,0
"33555","ENSG00000280961.1","TTTY3B","lncRNA","chrY",23940623,"-",0,0,0,0.074272,0,0
"33556","ENSG00000280969.2","RPS4Y2","protein_coding","chrY",20755108,"+",0,0.008268,0,0.04568,0,0
"33557","ENSG00000280987.4","MATR3","protein_coding","chr5",139272752,"+",310,18.109064,10.2087005,43.150679,1.475951,6.243046
"33558","ENSG00000280989.2","LINC00581","lncRNA","chr6",21520415,"-",0,0.7780045,0.194974,0.512216,0.020616,1.195273
"33559","ENSG00000280997.1","CCAT2","lncRNA","chr8",127399399,"+",163,0.0422185,0.03089,0,0.011042,0.0496675
"33560","ENSG00000281005.1","LINC00921","lncRNA","chr16",3262743,"+",332,0.3871045,0.2989625,0.1774425,0.0749045,0.8238535
"33561","ENSG00000281016.1","AC092574.2","lncRNA","chr4",385174,"+",2,1.3561465,0.0485765,0.477931,0.002942,3.84
"33562","ENSG00000281021.1","AL078581.4","lncRNA","chr6",149589865,"-",1,1.1163835,0.055103,0.2382905,0.0026325,1.377753
"33563","ENSG00000281026.1","N4BP2L2-IT2","lncRNA","chr13",32508396,"-",0,1.704713,0.026777,0.452591,0.002362,6.608291
"33564","ENSG00000281039.1","AC005154.5","protein_coding","chr7",30549762,"-",0,0.020055,0,0,0,0
"33565","ENSG00000281091.3","AL117327.1","lncRNA","chrX",103403777,"+",27,0.666485,0.1386955,0.41664,0.0575135,1.667135
"33566","ENSG00000281097.1","LINC01395","lncRNA","chr11",129616270,"-",1,0.015212,0,0,0,0.0645575
"33567","ENSG00000281103.2","TRG-AS1","lncRNA","chr7",38340577,"+",8,0.39015,0.0852715,0.102932,0.0064815,0.759946
"33568","ENSG00000281106.4","TMEM272","protein_coding","chr13",51844178,"-",144,0.339827,0.023745,0.093952,0.0813655,0.9561935
"33569","ENSG00000281113.1","AC135068.7","lncRNA","chr15",21704628,"-",0,0,0,0,0,0
